Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,01.01-10.01.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,53,,,,,,,01,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,28/06,29/06,30/06,01/07,02/07,03/07,04/07,05/07,06/07,07/07,08/07,09/07,10/07,11/07,talt,,,,,,
00:00 - 01:00,129,182,177,191,150,372,291,168,136,208,510,175,246,280,203,,,,,,
01:00 - 02:00,67,95,91,121,86,193,213,62,72,108,189,80,174,209,97,,,,,,
02:00 - 03:00,50,65,68,75,81,165,193,61,46,73,134,62,165,159,72,,,,,,
03:00 - 04:00,53,53,44,68,57,129,181,48,52,42,106,39,122,119,56,,,,,,
04:00 - 05:00,61,68,67,55,84,71,94,54,54,65,96,50,66,100,65,,,,,,
05:00 - 06:00,239,211,200,214,179,80,77,201,187,190,185,198,77,91,200,,,,,,
06:00 - 07:00,707,669,687,667,644,135,120,577,595,615,513,534,154,100,621,,,,,,
07:00 - 08:00,1,1,1,1,1,273,161,1,1,991,934,871,261,170,1,,,,,,
08:00 - 09:00,1,1,1,1,1,401,273,1,1,1,1,1,362,274,1,,,,,,
09:00 - 10:00,1,1,1,1,1,721,531,1,1,1,1,1,645,533,1,,,,,,
10:00 - 11:00,1,1,1,1,1,894,724,1,1,1,1,980,822,754,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,988,1,1,1,1,1,990,878,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,975,1,,,,,,
14:00 - 15:00,1,1,1,1,1,960,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,
16:00 - 17:00,1,2,2,2,1,1,1,1,1,1,1,1,895,911,1,,,,,,
17:00 - 18:00,1,1,1,1,1,942,1,1,1,1,1,1,890,916,1,,,,,,
18:00 - 19:00,1,1,1,1,936,485,948,941,1,915,925,877,745,886,1,,,,,,
19:00 - 20:00,834,815,866,716,703,293,811,701,785,652,643,645,580,784,736,,,,,,
20:00 - 21:00,822,770,772,663,647,504,792,670,705,597,530,598,549,676,677,,,,,,
21:00 - 22:00,911,726,763,579,609,487,630,652,574,307,564,563,508,419,625,,,,,,
22:00 - 23:00,583,549,576,482,470,482,541,462,494,206,484,489,483,323,480,,,,,,
23:00 - 24:00,315,370,392,350,532,479,338,311,349,337,359,393,431,241,371,,,,,,
I alt,21,20,21,20,20,13,14,18,18,17,18,17,13,13,19,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,12.07-25.07.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,28,,,,,,,29,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,12/07,13/07,14/07,15/07,16/07,17/07,18/07,19/07,20/07,21/07,22/07,23/07,24/07,25/07,talt,,,,,,
00:00 - 01:00,410,134,131,161,159,217,234,146,158,184,172,159,242,239,181,,,,,,
01:00 - 02:00,100,71,89,90,88,153,199,85,105,94,105,112,121,138,94,,,,,,
02:00 - 03:00,58,62,44,50,68,123,141,41,53,48,66,81,101,124,57,,,,,,
03:00 - 04:00,48,57,42,58,60,102,114,51,37,44,48,59,80,99,50,,,,,,
04:00 - 05:00,56,63,58,53,68,86,99,63,54,64,61,67,66,73,61,,,,,,
05:00 - 06:00,168,174,165,160,158,77,81,155,153,161,142,163,71,57,160,,,,,,
06:00 - 07:00,495,539,528,504,527,126,107,413,446,473,459,435,124,101,482,,,,,,
07:00 - 08:00,884,819,792,825,691,225,176,736,712,702,741,666,203,146,757,,,,,,
08:00 - 09:00,961,910,973,960,898,399,256,763,782,793,741,782,322,276,856,,,,,,
09:00 - 10:00,949,954,994,1,897,616,463,873,854,919,902,832,562,426,920,,,,,,
10:00 - 11:00,1,1,1,1,984,803,614,944,987,945,910,942,821,601,981,,,,,,
11:00 - 12:00,1,1,1,1,1,940,767,952,949,988,964,990,888,821,1,,,,,,
12:00 - 13:00,1,1,1,1,1,976,888,968,1,979,974,1,956,928,1,,,,,,
13:00 - 14:00,1,1,994,1,1,922,867,956,964,1,1,1,849,897,1,,,,,,
14:00 - 15:00,1,1,1,1,1,880,1,1,1,1,1,1,879,981,1,,,,,,
15:00 - 16:00,1,1,1,1,1,822,941,1,1,1,1,1,801,982,1,,,,,,
16:00 - 17:00,1,1,1,1,1,844,827,1,1,1,1,1,777,903,1,,,,,,
17:00 - 18:00,1,1,1,1,979,829,844,965,985,913,1,951,825,837,1,,,,,,
18:00 - 19:00,867,880,892,944,868,776,907,723,804,804,854,806,740,974,844,,,,,,
19:00 - 20:00,733,681,799,786,616,655,701,646,668,649,614,623,593,703,682,,,,,,
20:00 - 21:00,608,642,680,705,605,593,667,587,613,709,588,608,557,669,635,,,,,,
21:00 - 22:00,534,593,640,597,557,599,598,557,614,525,690,518,539,576,583,,,,,,
22:00 - 23:00,423,489,553,600,502,531,460,416,456,453,509,459,462,439,486,,,,,,
23:00 - 24:00,243,311,320,310,383,358,246,256,284,261,290,296,332,225,295,,,,,,
I alt,16,16,16,17,16,13,12,15,15,15,15,15,12,12,16,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,26.07-08.08.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,30,,,,,,,31,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,26/07,27/07,28/07,29/07,30/07,31/07,01/08,02/08,03/08,04/08,05/08,06/08,07/08,08/08,talt,,,,,,
00:00 - 01:00,117,129,121,107,158,253,289,160,163,186,177,211,337,341,153,,,,,,
01:00 - 02:00,64,70,66,75,87,142,197,85,82,92,112,117,216,260,85,,,,,,
02:00 - 03:00,35,64,43,51,76,132,146,70,50,49,61,65,180,212,56,,,,,,
03:00 - 04:00,33,48,45,41,59,77,113,53,54,55,54,63,116,195,51,,,,,,
04:00 - 05:00,62,52,57,65,65,68,104,60,55,51,73,73,85,96,61,,,,,,
05:00 - 06:00,132,150,145,138,169,81,84,172,150,160,155,197,76,96,157,,,,,,
06:00 - 07:00,426,459,449,418,417,133,132,471,519,465,484,489,155,136,460,,,,,,
07:00 - 08:00,715,696,751,713,672,223,178,934,932,893,947,923,246,217,818,,,,,,
08:00 - 09:00,820,833,872,816,852,366,312,1,1,1,1,1,438,372,1,,,,,,
09:00 - 10:00,840,833,897,880,891,628,585,1,1,1,1,1,852,717,966,,,,,,
10:00 - 11:00,939,944,952,981,1,803,796,1,1,1,1,1,1,1,1,,,,,,
11:00 - 12:00,943,963,1,1,1,1,977,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,983,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,997,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,1,1,1,1,1,976,1,1,1,1,1,2,1,1,1,,,,,,
16:00 - 17:00,1,1,1,1,1,929,1,1,1,1,1,1,1,1,1,,,,,,
17:00 - 18:00,941,902,1,1,1,976,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,765,861,835,886,886,801,896,885,946,921,1,973,1,1,897,,,,,,
19:00 - 20:00,641,716,732,674,694,603,771,731,668,765,837,741,767,920,720,,,,,,
20:00 - 21:00,569,651,629,643,655,576,715,605,763,752,821,680,780,765,677,,,,,,
21:00 - 22:00,511,590,570,576,528,523,581,573,656,666,792,683,652,679,615,,,,,,
22:00 - 23:00,373,423,455,450,483,547,532,449,572,558,604,625,601,414,499,,,,,,
23:00 - 24:00,245,249,300,273,396,389,263,268,318,315,351,439,436,256,315,,,,,,
I alt,15,15,16,16,16,13,14,17,18,18,18,19,16,16,17,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,09.08-22.08.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,32,,,,,,,33,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,09/08,10/08,11/08,12/08,13/08,14/08,15/08,16/08,17/08,18/08,19/08,20/08,21/08,22/08,talt,,,,,,
00:00 - 01:00,100,104,100,150,153,321,358,112,100,124,134,133,382,438,121,,,,,,
01:00 - 02:00,70,50,63,80,92,213,291,63,76,48,67,78,248,280,69,,,,,,
02:00 - 03:00,49,36,51,49,74,193,258,40,43,45,46,59,217,248,49,,,,,,
03:00 - 04:00,58,32,47,54,63,136,181,46,48,42,49,73,144,160,51,,,,,,
04:00 - 05:00,55,51,53,52,69,86,115,63,47,67,64,66,120,123,59,,,,,,
05:00 - 06:00,164,198,177,177,188,71,93,174,214,188,207,194,87,115,188,,,,,,
06:00 - 07:00,572,573,584,535,521,158,136,622,622,665,618,607,148,151,592,,,,,,
07:00 - 08:00,1,1,1,1,1,261,194,1,1,1,1,1,265,239,1,,,,,,
08:00 - 09:00,1,1,1,1,1,456,338,2,2,1,1,1,516,380,1,,,,,,
09:00 - 10:00,1,1,1,1,1,772,711,1,1,1,1,1,837,668,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,950,1,1,1,1,1,1,960,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,1,1,1,1,1,934,1,1,,,,,,
15:00 - 16:00,1,2,1,2,2,1,1,2,2,2,1,2,943,1,2,,,,,,
16:00 - 17:00,1,2,2,1,1,952,1,2,2,2,2,2,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,985,1,1,1,2,1,1,1,1,1,,,,,,
18:00 - 19:00,992,1,1,1,1,951,1,1,1,1,1,1,945,1,1,,,,,,
19:00 - 20:00,754,770,805,924,766,718,895,824,1,858,919,861,833,950,854,,,,,,
20:00 - 21:00,675,723,740,645,698,663,804,796,791,766,829,705,727,867,737,,,,,,
21:00 - 22:00,581,652,698,693,635,643,625,708,781,748,798,725,694,676,702,,,,,,
22:00 - 23:00,432,507,533,765,538,553,416,456,626,519,690,597,667,443,566,,,,,,
23:00 - 24:00,232,255,247,295,466,495,252,210,335,252,277,458,519,193,303,,,,,,
I alt,18,19,19,20,19,15,16,20,21,21,20,20,16,16,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,23.08-05.09.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,34,,,,,,,35,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,23/08,24/08,25/08,26/08,27/08,28/08,29/08,30/08,31/08,01/09,02/09,03/09,04/09,05/09,talt,,,,,,
00:00 - 01:00,112,89,96,156,152,347,358,91,97,103,157,105,355,395,116,,,,,,
01:00 - 02:00,58,67,71,73,83,266,279,46,63,67,72,63,214,255,66,,,,,,
02:00 - 03:00,43,36,39,43,63,183,226,45,46,40,56,47,166,180,46,,,,,,
03:00 - 04:00,32,39,46,45,46,117,197,42,48,55,53,58,103,156,46,,,,,,
04:00 - 05:00,55,52,50,49,62,88,125,56,51,64,76,57,109,97,57,,,,,,
05:00 - 06:00,190,206,195,182,172,78,89,194,209,224,232,211,112,109,202,,,,,,
06:00 - 07:00,631,632,647,661,647,174,109,689,699,721,679,681,208,130,669,,,,,,
07:00 - 08:00,1,1,1,1,1,298,213,1,1,1,1,1,310,244,1,,,,,,
08:00 - 09:00,1,1,1,1,1,554,405,1,1,1,1,1,598,428,1,,,,,,
09:00 - 10:00,1,1,1,1,1,881,787,1,1,1,1,1,950,723,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,977,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,946,1,1,1,1,1,1,971,1,1,,,,,,
19:00 - 20:00,842,847,866,1,838,746,840,890,960,1,897,810,772,924,908,,,,,,
20:00 - 21:00,777,802,785,866,686,643,776,684,881,959,823,751,698,827,801,,,,,,
21:00 - 22:00,703,816,718,1,654,653,616,661,774,809,909,787,676,667,796,,,,,,
22:00 - 23:00,409,514,523,525,542,527,430,433,545,612,556,615,558,367,527,,,,,,
23:00 - 24:00,188,244,272,264,463,506,188,220,245,586,276,485,560,209,324,,,,,,
I alt,19,20,20,21,20,17,16,20,21,22,21,20,17,17,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,06.09-19.09.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,36,,,,,,,37,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,06/09,07/09,08/09,09/09,10/09,11/09,12/09,13/09,14/09,15/09,16/09,17/09,18/09,19/09,talt,,,,,,
00:00 - 01:00,97,92,154,94,120,352,602,84,87,92,104,125,329,382,105,,,,,,
01:00 - 02:00,41,44,71,50,79,237,279,51,59,45,45,90,219,247,58,,,,,,
02:00 - 03:00,38,48,46,40,63,165,204,29,32,32,42,79,177,182,45,,,,,,
03:00 - 04:00,44,30,42,38,49,129,140,36,35,34,44,57,130,142,41,,,,,,
04:00 - 05:00,64,54,66,52,59,97,112,52,53,61,58,64,104,104,58,,,,,,
05:00 - 06:00,219,215,195,230,236,97,108,227,202,232,226,223,88,109,221,,,,,,
06:00 - 07:00,742,681,688,683,671,139,150,687,724,700,703,802,139,119,708,,,,,,
07:00 - 08:00,1,1,1,1,1,292,203,1,1,1,1,1,299,209,1,,,,,,
08:00 - 09:00,1,2,1,1,1,519,417,1,1,1,2,1,515,373,1,,,,,,
09:00 - 10:00,1,1,1,1,1,896,764,1,1,1,1,1,908,818,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,999,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,1,916,1,1,1,1,1,1,894,1,,,,,,
19:00 - 20:00,785,1,886,886,881,890,717,776,866,971,951,742,772,812,882,,,,,,
20:00 - 21:00,824,881,782,829,664,708,765,775,808,890,829,707,656,1,799,,,,,,
21:00 - 22:00,727,711,710,779,592,629,724,614,733,721,710,666,601,627,696,,,,,,
22:00 - 23:00,476,611,506,540,584,596,380,394,482,590,580,580,563,384,534,,,,,,
23:00 - 24:00,199,721,246,266,445,609,197,196,260,309,318,490,450,212,345,,,,,,
I alt,20,21,20,20,20,17,16,20,20,21,21,21,17,16,21,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,20.09-03.10.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,38,,,,,,,39,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,20/09,21/09,22/09,23/09,24/09,25/09,26/09,27/09,28/09,29/09,30/09,01/10,02/10,03/10,talt,,,,,,
00:00 - 01:00,97,76,129,120,133,346,366,86,92,92,124,204,366,361,115,,,,,,
01:00 - 02:00,49,53,50,67,94,214,255,54,51,55,59,93,234,261,63,,,,,,
02:00 - 03:00,36,37,54,44,48,188,186,28,35,55,37,69,191,195,44,,,,,,
03:00 - 04:00,40,33,28,48,47,153,133,49,38,52,70,55,160,150,46,,,,,,
04:00 - 05:00,66,47,63,60,70,87,132,57,53,63,58,70,100,104,61,,,,,,
05:00 - 06:00,220,213,207,200,234,92,103,238,209,211,208,205,117,87,215,,,,,,
06:00 - 07:00,707,687,719,670,690,166,133,694,709,714,685,688,159,122,696,,,,,,
07:00 - 08:00,1,1,1,1,1,291,244,1,1,1,1,1,283,196,1,,,,,,
08:00 - 09:00,1,1,1,2,1,491,414,1,1,2,2,1,545,385,1,,,,,,
09:00 - 10:00,1,1,1,1,1,833,846,1,1,1,1,1,855,773,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,921,976,1,1,1,1,1,1,1,1,1,,,,,,
19:00 - 20:00,871,868,912,908,742,682,787,793,910,956,1,809,774,1,889,,,,,,
20:00 - 21:00,719,818,786,811,608,689,742,686,829,867,903,696,663,756,772,,,,,,
21:00 - 22:00,573,687,708,736,526,592,668,636,638,784,779,614,606,610,668,,,,,,
22:00 - 23:00,399,482,538,634,567,502,396,392,484,602,683,560,621,643,534,,,,,,
23:00 - 24:00,199,253,267,319,452,491,182,215,286,332,549,512,457,231,338,,,,,,
I alt,19,20,20,21,20,16,16,20,20,21,22,21,17,17,21,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,04.10-17.10.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,40,,,,,,,41,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,04/10,05/10,06/10,07/10,08/10,09/10,10/10,11/10,12/10,13/10,14/10,15/10,*16/10,*17/10,talt,,,,,,
00:00 - 01:00,104,93,114,122,149,355,337,110,85,168,119,153,348,320,122,,,,,,
01:00 - 02:00,59,39,53,61,80,235,292,47,53,72,43,96,204,222,60,,,,,,
02:00 - 03:00,36,37,37,48,49,198,199,42,35,52,52,64,145,171,45,,,,,,
03:00 - 04:00,31,40,30,40,42,133,148,31,36,49,26,47,120,122,37,,,,,,
04:00 - 05:00,53,53,59,49,63,90,99,53,41,48,53,66,80,93,54,,,,,,
05:00 - 06:00,207,221,193,213,203,101,121,209,214,222,223,230,98,75,214,,,,,,
06:00 - 07:00,782,668,672,708,652,164,132,726,682,719,700,722,135,113,703,,,,,,
