Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,01.01-10.01.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,53,,,,,,,01,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,22.03-04.04.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,12,,,,,,,13,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,22/03,23/03,24/03,25/03,26/03,27/03,28/03,29/03,30/03,31/03,*01/04,*02/04,03/04,*04/04,talt,,,,,,
00:00 - 01:00,105,72,95,104,110,357,306,127,127,139,229,226,280,303,110,,,,,,
01:00 - 02:00,50,59,67,49,71,225,217,74,109,85,162,133,226,203,71,,,,,,
02:00 - 03:00,36,40,39,35,42,166,,52,42,64,85,123,177,135,44,,,,,,
03:00 - 04:00,36,28,38,43,51,151,172,41,40,67,88,85,131,125,43,,,,,,
04:00 - 05:00,47,60,60,50,55,109,92,54,64,71,64,66,75,83,58,,,,,,
05:00 - 06:00,193,202,218,191,212,85,92,157,171,169,62,67,74,55,189,,,,,,
06:00 - 07:00,633,648,676,631,592,157,112,497,471,466,141,143,144,101,577,,,,,,
07:00 - 08:00,1,1,1,1,1,254,188,883,885,815,242,202,199,143,1,,,,,,
08:00 - 09:00,1,1,2,2,1,501,300,1,1,988,434,320,328,247,1,,,,,,
09:00 - 10:00,1,1,1,1,1,766,532,1,1,1,659,537,574,455,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,781,1,1,1,874,759,878,679,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,998,1,1,1,1,1,1,901,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,2,1,2,2,2,1,1,1,1,1,943,1,1,944,2,,,,,,
16:00 - 17:00,1,2,2,2,2,1,1,1,1,1,1,978,1,1,1,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,936,859,998,1,1,841,997,924,921,1,,,,,,
19:00 - 20:00,747,834,849,799,811,681,665,732,870,873,743,767,715,747,814,,,,,,
20:00 - 21:00,610,660,680,650,556,531,613,647,733,756,683,614,633,703,662,,,,,,
21:00 - 22:00,501,547,552,621,563,491,593,533,631,625,592,533,535,622,572,,,,,,
22:00 - 23:00,322,415,444,419,502,489,406,375,465,492,464,480,501,527,429,,,,,,
23:00 - 24:00,160,215,204,235,397,405,243,236,275,364,353,448,397,391,261,,,,,,
I alt,19,19,20,20,20,16,,18,19,19,14,14,15,14,19,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,05.04-18.04.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,14,,,,,,,15,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,*05/04,06/04,07/04,08/04,09/04,10/04,11/04,12/04,13/04,14/04,15/04,16/04,17/04,18/04,talt,,,,,,
00:00 - 01:00,185,108,111,97,122,325,359,101,89,130,138,125,338,373,113,,,,,,
01:00 - 02:00,106,54,48,40,58,255,241,49,61,62,92,90,236,261,62,,,,,,
02:00 - 03:00,82,31,37,47,37,199,202,39,55,39,37,56,231,201,42,,,,,,
03:00 - 04:00,73,38,37,35,37,160,141,35,28,21,32,48,134,156,35,,,,,,
04:00 - 05:00,63,57,53,54,49,107,95,52,60,57,54,49,87,88,54,,,,,,
05:00 - 06:00,51,210,185,186,193,90,73,202,204,178,205,211,88,82,197,,,,,,
06:00 - 07:00,149,627,604,573,599,158,119,649,615,629,602,590,160,128,610,,,,,,
07:00 - 08:00,172,1,1,1,1,276,163,1,1,1,1,1,243,180,1,,,,,,
08:00 - 09:00,325,2,2,1,2,548,348,2,2,1,1,1,474,407,2,,,,,,
09:00 - 10:00,555,1,1,1,1,855,625,1,1,1,1,1,870,711,1,,,,,,
10:00 - 11:00,855,1,1,1,1,1,945,1,1,1,1,1,1,973,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,
15:00 - 16:00,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,1,942,1,1,1,1,1,1,1,1,,,,,,
19:00 - 20:00,847,804,922,903,813,833,777,801,891,957,922,939,769,940,884,,,,,,
20:00 - 21:00,677,702,757,753,609,674,664,672,685,734,701,561,612,789,686,,,,,,
21:00 - 22:00,632,536,575,620,499,589,571,592,627,629,655,544,541,627,586,,,,,,
22:00 - 23:00,425,363,399,419,527,485,372,449,382,413,467,533,559,447,439,,,,,,
23:00 - 24:00,190,258,228,231,449,521,199,187,284,275,289,433,518,243,293,,,,,,
I alt,15,20,20,20,21,18,15,20,20,21,21,21,17,17,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,19.04-02.05.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,16,,,,,,,17,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,19/04,20/04,21/04,22/04,23/04,24/04,25/04,26/04,27/04,28/04,29/04,*30/04,01/05,02/05,talt,,,,,,
00:00 - 01:00,106,115,137,198,147,406,386,121,115,137,152,322,369,386,136,,,,,,
01:00 - 02:00,71,73,77,91,98,313,287,56,63,83,89,230,241,283,78,,,,,,
02:00 - 03:00,46,55,58,59,52,226,188,42,52,49,60,144,191,207,53,,,,,,
03:00 - 04:00,28,31,48,52,58,167,143,23,43,43,44,97,141,155,41,,,,,,
04:00 - 05:00,56,56,59,63,72,128,103,62,61,59,58,102,82,124,61,,,,,,
05:00 - 06:00,201,195,211,217,193,96,61,223,209,177,218,86,99,76,205,,,,,,
06:00 - 07:00,660,627,649,641,637,136,107,670,616,650,639,171,172,124,643,,,,,,
07:00 - 08:00,1,1,1,1,1,268,194,1,1,1,1,271,247,199,1,,,,,,
08:00 - 09:00,1,2,2,2,1,530,403,2,1,2,2,517,453,364,2,,,,,,
09:00 - 10:00,1,1,1,1,1,909,730,1,1,1,1,858,821,623,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,915,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,,,,,,
15:00 - 16:00,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,,,,,,
16:00 - 17:00,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
19:00 - 20:00,905,953,927,976,847,794,901,907,949,960,991,751,779,866,935,,,,,,
20:00 - 21:00,698,799,720,777,663,594,785,688,791,806,730,638,707,783,741,,,,,,
21:00 - 22:00,649,647,722,686,572,585,696,564,669,717,667,514,592,630,655,,,,,,
22:00 - 23:00,390,491,512,552,570,631,514,440,505,515,656,570,622,458,515,,,,,,
23:00 - 24:00,214,269,321,348,534,507,238,250,296,307,501,516,517,240,338,,,,,,
I alt,20,20,21,21,21,17,17,20,21,21,22,16,17,16,21,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,03.05-16.05.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,18,,,,,,,19,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,03/05,04/05,05/05,06/05,07/05,08/05,09/05,10/05,11/05,12/05,*13/05,14/05,15/05,16/05,talt,,,,,,
00:00 - 01:00,124,142,149,157,167,340,380,107,113,145,254,233,364,398,149,,,,,,
01:00 - 02:00,77,82,64,93,96,284,270,73,84,80,182,150,219,241,89,,,,,,
02:00 - 03:00,55,60,52,58,71,219,227,43,64,57,149,88,154,205,61,,,,,,
03:00 - 04:00,44,51,48,44,48,166,136,42,36,44,79,91,123,115,50,,,,,,
04:00 - 05:00,67,65,68,57,69,113,117,61,64,77,80,82,97,102,68,,,,,,
05:00 - 06:00,202,203,192,206,218,92,95,179,199,193,76,126,91,65,191,,,,,,
06:00 - 07:00,602,610,645,580,635,167,108,670,628,600,185,295,145,117,585,,,,,,
07:00 - 08:00,1,1,1,1,1,290,209,1,1,1,280,521,223,188,1,,,,,,
08:00 - 09:00,2,2,2,2,1,511,367,2,2,1,466,746,396,324,1,,,,,,
09:00 - 10:00,1,1,1,1,1,821,731,1,1,1,850,926,770,616,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,966,1,878,824,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,,,,,,
16:00 - 17:00,2,2,2,2,2,1,1,1,1,2,998,1,1,1,2,,,,,,
17:00 - 18:00,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,976,1,998,1,1,919,1,956,1,1,,,,,,
19:00 - 20:00,842,897,1,990,845,789,988,860,891,910,735,795,736,904,895,,,,,,
20:00 - 21:00,727,707,829,836,682,694,880,737,814,775,700,679,659,810,754,,,,,,
21:00 - 22:00,753,582,647,665,584,545,713,633,633,616,648,643,594,658,640,,,,,,
22:00 - 23:00,429,472,555,537,611,578,450,431,525,552,530,584,557,494,522,,,,,,
23:00 - 24:00,243,319,347,341,552,601,269,246,279,397,381,465,490,249,354,,,,,,
I alt,20,20,22,21,21,17,17,19,20,21,15,18,15,16,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,17.05-30.05.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,20,,,,,,,21,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,17/05,18/05,19/05,20/05,21/05,*22/05,*23/05,*24/05,25/05,26/05,27/05,28/05,29/05,30/05,talt,,,,,,
00:00 - 01:00,123,130,119,154,168,357,329,241,114,104,134,166,367,425,135,,,,,,
01:00 - 02:00,64,75,71,89,89,240,289,131,51,66,62,75,218,279,71,,,,,,
02:00 - 03:00,32,44,53,47,61,182,148,86,35,52,48,48,182,247,47,,,,,,
03:00 - 04:00,34,38,46,52,51,140,136,57,47,47,44,44,156,151,45,,,,,,
04:00 - 05:00,61,63,74,89,61,83,86,52,69,69,58,69,102,115,68,,,,,,
05:00 - 06:00,188,207,220,224,235,90,54,76,247,226,248,243,84,83,226,,,,,,
06:00 - 07:00,641,640,732,783,712,150,121,163,763,821,766,746,160,132,734,,,,,,
07:00 - 08:00,1,1,1,1,1,275,186,240,1,1,1,1,276,214,1,,,,,,
08:00 - 09:00,1,1,1,1,2,470,306,446,2,2,2,1,555,365,1,,,,,,
09:00 - 10:00,1,1,1,1,1,890,588,645,1,1,1,1,890,848,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,818,922,1,1,1,1,1,960,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,,,,,,
15:00 - 16:00,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,1,2,2,2,1,1,998,1,2,2,2,2,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,953,949,1,1,1,1,1,987,1,1,,,,,,
19:00 - 20:00,843,885,1,989,910,723,693,856,858,964,941,788,767,999,912,,,,,,
20:00 - 21:00,743,782,758,793,615,636,685,851,790,800,793,704,709,882,753,,,,,,
21:00 - 22:00,657,723,677,713,570,574,618,708,670,717,735,654,615,758,680,,,,,,
22:00 - 23:00,527,570,781,577,638,555,584,429,489,544,617,600,565,530,594,,,,,,
23:00 - 24:00,258,310,386,339,557,539,377,240,277,333,371,538,653,264,374,,,,,,
I alt,19,20,21,21,21,16,15,15,21,22,21,21,17,17,21,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,31.05-13.06.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,22,,,,,,,23,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,31/05,01/06,02/06,03/06,04/06,*05/06,06/06,07/06,08/06,09/06,10/06,11/06,12/06,13/06,talt,,,,,,
00:00 - 01:00,149,125,159,184,171,379,408,110,116,141,165,182,378,376,150,,,,,,
01:00 - 02:00,59,75,94,94,98,240,238,61,67,73,78,125,230,306,82,,,,,,
02:00 - 03:00,35,55,55,50,74,174,198,45,42,48,44,44,154,216,49,,,,,,
03:00 - 04:00,51,45,56,51,56,175,160,44,57,45,45,63,110,169,51,,,,,,
04:00 - 05:00,63,63,73,74,84,93,95,73,54,66,46,68,88,120,66,,,,,,
05:00 - 06:00,245,248,243,197,220,73,82,228,208,225,231,202,91,75,225,,,,,,
06:00 - 07:00,725,686,694,664,671,145,128,690,646,676,590,634,154,132,668,,,,,,
07:00 - 08:00,1,1,1,1,1,270,222,1,1,1,1,1,294,198,1,,,,,,
08:00 - 09:00,1,1,2,1,1,497,402,1,1,1,1,1,439,372,1,,,,,,
09:00 - 10:00,1,1,1,1,1,837,744,1,1,1,1,1,834,659,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,982,1,1,1,1,1,994,871,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,,,,,,
16:00 - 17:00,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,961,1,1,1,1,1,1,592,920,1,,,,,,
19:00 - 20:00,982,887,948,952,757,814,967,797,882,855,796,729,564,773,859,,,,,,
20:00 - 21:00,843,750,798,806,658,733,951,732,873,778,717,694,527,784,765,,,,,,
21:00 - 22:00,729,743,759,730,618,705,837,658,800,768,755,573,637,650,713,,,,,,
22:00 - 23:00,522,526,529,676,652,657,567,516,636,636,579,566,782,468,584,,,,,,
23:00 - 24:00,319,342,358,347,589,548,269,274,382,356,382,563,572,261,391,,,,,,
I alt,20,21,21,21,21,17,17,19,21,20,19,20,15,15,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,14.06-27.06.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,24,,,,,,,25,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,14/06,15/06,16/06,17/06,18/06,19/06,20/06,21/06,22/06,23/06,24/06,25/06,26/06,27/06,talt,,,,,,
00:00 - 01:00,130,136,167,168,193,398,399,122,324,154,261,203,398,356,186,,,,,,
01:00 - 02:00,44,39,69,73,126,253,289,62,159,95,107,122,237,243,90,,,,,,
02:00 - 03:00,31,43,50,46,90,173,212,41,98,61,89,77,196,216,63,,,,,,
03:00 - 04:00,40,43,40,53,61,160,164,40,71,50,67,60,161,163,53,,,,,,
04:00 - 05:00,50,51,67,63,55,98,123,60,73,64,63,66,102,113,61,,,,,,
05:00 - 06:00,198,234,204,237,209,81,79,231,229,208,211,201,82,97,216,,,,,,
06:00 - 07:00,657,702,667,732,668,152,145,765,689,670,658,634,155,148,684,,,,,,
07:00 - 08:00,1,1,1,1,1,262,224,1,1,1,1,1,259,195,1,,,,,,
08:00 - 09:00,1,1,1,1,1,570,396,2,1,1,1,1,482,347,1,,,,,,
09:00 - 10:00,1,1,1,1,1,878,787,1,1,1,1,1,854,645,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,894,1,1,1,1,1,1,831,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,,,,,,
16:00 - 17:00,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,982,1,1,811,1,920,973,1,1,1,1,1,539,953,1,,,,,,
19:00 - 20:00,788,749,888,602,700,733,858,987,835,711,941,786,390,845,799,,,,,,
20:00 - 21:00,685,724,826,1,712,657,841,736,858,703,863,653,613,850,786,,,,,,
21:00 - 22:00,583,642,762,857,696,667,715,459,805,659,860,724,547,618,705,,,,,,
22:00 - 23:00,413,552,597,672,684,617,577,467,600,624,650,624,487,482,588,,,,,,
23:00 - 24:00,241,375,373,424,590,563,261,868,392,606,389,533,422,350,479,,,,,,
I alt,19,20,20,21,21,16,16,21,21,21,21,20,15,15,21,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,28.06-11.07.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,26,,,,,,,27,,,,,,,Hverdag,,,,,,
